Title,Rating,Voting,Duration (min),Genre
Hope & Glory,6.6,145,44,Action
Kiyma: Orman Kanunlari,4.5,36,81,Action
Jigar,7.1,18,122,Action
Jurassic Exorcist,3.8,23,76,Action
The Dragon's Tomb,6.8,52,77,Action
Codename: Devil,5.4,5,104,Action
Zhi Bao,5.7,17,100,Action
Halloween: Mal Eterno,8.2,225,50,Action
Kreem,6.8,128,115,Action
Opportunity,8.9,91,96,Action
Kohinoor,8.1,22,119,Action
Framed,4.9,69,0,Action
Vey Dharuvey,6.4,2300,127,Action
Mirg,6.1,36,83,Action
The Very Last Christmas,8.5,12,75,Action
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,115,99,Action
Inherited,9.5,21,76,Action
The Drunken Prodigy,5.7,16,107,Action
The Delegator,4.2,17,96,Action
Skhvatka,5.2,23,107,Action
Inexternal,3.2,19,83,Action
The Journey of Flower,3.9,26,97,Action
The Correct Way of Youth,9.3,782,90,Action
Achilles Curse and the Curse of Treasure,7.4,25,125,Action
Hocus Focus,7.9,19,85,Action
Dhil Raja,9.4,131,106,Action
Raja 420,6.1,21,81,Action
The Bottom Line,6.5,12,107,Action
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,37,26,Action
Combat Code: Hunt,7.4,17,76,Action
Big Brother,8.5,2000,115,Action
Kaveri,6.8,1500,101,Action
Common Creed: Trafficking,6.7,8,106,Action
Give Me Babies,6.7,6,23,Action
Agent 86,6.7,6,87,Action
Gull Lake Vice II: The Delusion Continues,8.2,16,58,Action
Usire Usire,7.5,1100,151,Action
Janna Endoro,8.1,15,120,Action
Dead Hand,4.1,75,92,Action
Firework,6.2,13,60,Action
Day of the Diesels,7.7,10,100,Action
Kaale Angrej,5.5,17,131,Action
Break War,2.4,15,86,Action
Klaantha,6.2,518,107,Action
Mavr,7.5,6,83,Action
Premalo,7.3,1100,128,Action
Dheera,7.9,1300,123,Action
Mr. Natwarlal,6.4,779,130,Action
Me and the Dragon's Daughter,5.2,10,75,Action
Heavens: The Boy and His Robot,6.3,22,98,Action
Max Beyond,6.6,17,93,Action
Gally Gang Stars,9.0,2000,157,Action
Rudra: The Beginning,9.4,38,135,Action
Seetha Kalyana Vaibhogame,8.6,2000,146,Action
Rooban,6.5,276,125,Action
Sathyam,7.3,8,134,Action
Vorovka,4.8,51,90,Action
Death Game,5.2,14,87,Action
Kade,6.7,16,92,Action
Atu Nuvve Itu Nuvve,6.5,12,123,Action
Lolipop Gang,3.6,7,90,Action
Useful Idiots,8.3,19,92,Action
The Deal,8.5,26,130,Action
Re Xue Ran Shao,4.2,18,113,Action
Opasni shmatki,5.2,31,92,Action
Vi possiamo salvare,2.7,103,89,Action
Seven Heroes Beat the Monster,6.8,51,89,Action
Jiwa 8 Belas,5.0,19,86,Action
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,6,109,Action
Riddle of the Shadow Lotus,6.3,53,92,Action
AK47,7.2,14,146,Action
Battling to Survive,7.0,53,74,Action
Guxim,7.7,34,75,Action
Leha,2.3,42,98,Action
Guns Blazin,7.1,9,88,Action
The ShortCut,7.7,1800,138,Action
SMB-plush presents trick or death,8.8,16,120,Action
La Tamalera,8.2,9,115,Action
Roudhra Rupaya,7.6,2000,132,Action
Dirty Fellow,6.8,3800,119,Action
Dheera Bhagat Roy,8.6,1100,150,Action
Tranquility: Ghost Stories,7.6,53,88,Action
Blood Vendetta,7.7,237,90,Action
The Winter Prophecy,7.9,13,52,Action
Three Old Captors,7.0,50,94,Action
Oversteer,5.2,19,86,Action
A Reel Heist,5.2,58,116,Action
StarGazer: The Need of the Many,5.0,9,47,Action
No Man Standing,8.6,11,93,Action
Kallu Compound 1995,8.0,2000,140,Action
Yentha Panichesav Chanti,9.5,85,135,Action
Urban Vengeance,4.8,12,79,Action
Travesty,6.4,5,78,Action
Kyle and the Last Emerald 2,8.4,7,15,Action
Krapiva: Tsvetok smerti,6.1,56,81,Action
Best Cop Ever,4.3,49,122,Action
Daanvi,1.7,7,117,Action
The Mirage,8.9,10,106,Action
War with the Evil,6.3,52,85,Action
Passazhiry,4.5,32,80,Action
The Domino File,4.7,7,102,Action
Cholay,8.6,56,60,Action
Isle: Alpha One,8.4,7,97,Action
Out of the Shadow,6.5,6,89,Action
"La Protegida, La Película",9.3,16,67,Action
Pithala Maathi,7.6,843,140,Action
Bad Ass Sista,6.9,8,80,Action
PW V: Tears of the Fallen,8.2,11,60,Action
Full Clip for a Snitch,3.9,18,75,Action
S-99,8.7,2100,119,Action
El Junior Del Patron,7.4,10,92,Action
Xiao zi,3.5,12,101,Action
Drunken Swordsman,6.7,50,91,Action
Sehnsucht nach Firdaws,8.5,6,103,Action
Los Hijos De Camelia y Emilio,6.4,29,82,Action
Sesh Bazi,6.2,10,132,Action
The End of Hen,9.8,10,67,Action
Po du xing dong,6.8,5,79,Action
Speed Fight,6.8,52,87,Action
The Overseas Killer,6.4,52,104,Action
The Kills,8.8,9,70,Action
Jimmy's Friends,7.0,11,94,Action
El Cartel De Teresa,8.0,9,96,Action
The Vent,8.9,14,3,Action
Kyle and the Last Emerald,5.5,18,20,Action
Captain Superb and the Angel of Destiny,3.3,14,120,Action
Faster: Only one lap,6.9,24,90,Action
Mahserin Üç Delisi,5.9,16,78,Action
Lealtad o Morir,8.2,9,87,Action
Siete Vidas - El Levanton,9.6,5,45,Action
Las Hermanas Del Cartel,8.2,5,91,Action
Piri Reis: The Incredible Chart,6.9,22,138,Action
Duelo De Capos,6.3,29,83,Action
Luna de Hiel,5.8,21,83,Action
Bring Back the Colour,6.4,8,47,Action
Spider-Man: Dimension Rift,8.4,13,127,Action
Zen Fist,7.2,8,45,Action
Killer Lee,1.9,9,87,Action
Mandya Haida,6.2,230,139,Action
Action of Intelligenagency,6.7,52,85,Action
Anger,8.8,18,83,Action
Gadha17,8.0,11,90,Action
Runnin' from Wolves,7.2,10,133,Action
Bush Knife,7.0,7,90,Action
Whispers of the Imperial City,6.8,53,90,Action
Jefa De Jefas,8.2,9,82,Action
Twisters,6.5,168000,122,Adventure
Gladiator II,6.5,230000,148,Adventure
Sonic the Hedgehog 3,6.9,59000,110,Adventure
Kraven the Hunter,5.5,55000,127,Adventure
Deadpool & Wolverine,7.6,492000,128,Adventure
Civil War,7.0,237000,109,Adventure
Dune: Part Two,8.5,625000,166,Adventure
The Ministry of Ungentlemanly Warfare,6.8,135000,122,Adventure
Venom: The Last Dance,6.0,117000,110,Adventure
The Beekeeper,6.3,157000,105,Adventure
The Count of Monte-Cristo,7.6,34000,178,Adventure
Freaky Tales,7.2,1200,107,Adventure
Furiosa: A Mad Max Saga,7.5,285000,148,Adventure
Transformers One,7.6,51000,104,Adventure
Carry-On,6.5,165000,119,Adventure
Borderlands,4.7,48000,101,Adventure
Fight or Flight,6.4,7100,97,Adventure
The Fall Guy,6.8,221000,126,Adventure
The Crow,4.7,35000,111,Adventure
Road House,6.2,168000,121,Adventure
Rebel Ridge,6.8,88000,131,Adventure
Pushpa: The Rule - Part 2,6.1,56000,201,Adventure
Madame Web,4.0,101000,116,Adventure
The Lord of the Rings: The War of the Rohirrim,6.3,31000,134,Adventure
Elevation,5.6,22000,91,Adventure
Absolution,5.2,8100,112,Adventure
Bad Boys: Ride or Die,6.5,100000,115,Adventure
Red One,6.3,140000,123,Adventure
Solo Leveling: ReAwakening,8.8,12000,121,Adventure
Love Lies Bleeding,6.6,57000,104,Adventure
Argylle,5.6,93000,139,Adventure
Damsel,6.1,110000,110,Adventure
William Tell,5.7,2500,133,Adventure
The Union,5.4,53000,107,Adventure
Godzilla x Kong: The New Empire,6.0,122000,115,Adventure
Kingdom of the Planet of the Apes,6.9,152000,145,Adventure
Land of Bad,6.6,51000,113,Adventure
Hellboy: The Crooked Man,4.5,14000,99,Adventure
Kung Fu Panda 4,6.3,68000,94,Adventure
Werewolves,4.4,6600,93,Adventure
Homestead,5.3,3600,112,Adventure
Survive,4.5,2500,90,Adventure
Monkey Man,6.8,92000,121,Adventure
Aftermath,5.1,4000,97,Adventure
The Killer's Game,5.8,17000,104,Adventure
The Instigators,6.2,38000,101,Adventure
Beverly Hills Cop: Axel F,6.4,81000,118,Adventure
Lift,5.5,49000,107,Adventure
Gunner,3.2,2700,106,Adventure
Classified,3.7,2600,105,Adventure
Blitz,6.2,16000,120,Adventure
Uglies,4.7,33000,100,Adventure
Maharaja,8.4,67000,141,Adventure
The Killer,5.7,13000,126,Adventure
Old Guy,5.2,2400,94,Adventure
Drive-Away Dolls,5.4,23000,84,Adventure
Attack on Titan the Movie: The Last Attack,9.2,16000,145,Adventure
Thelma,7.0,23000,98,Adventure
Atlas,5.6,56000,118,Adventure
Azrael,5.4,11000,86,Adventure
Descendants: The Rise of Red,4.7,7000,91,Adventure
Arcadian,5.5,23000,92,Adventure
Toofan,7.4,8100,145,Adventure
Watchmen: Chapter I,7.1,6600,83,Adventure
Marco,6.8,21000,145,Adventure
Apocalypse Z: The Beginning of the End,6.1,20000,117,Adventure
Dirty Angels,4.3,3400,104,Adventure
Canary Black,5.3,12000,101,Adventure
Cash Out,4.8,3000,92,Adventure
Trigger Warning,4.6,19000,106,Adventure
Under Paris,5.2,36000,104,Adventure
Kalki 2898 AD,7.0,67000,180,Adventure
Armor,3.5,4100,89,Adventure
Long Gone Heroes,5.2,1100,101,Adventure
Trouble,6.2,6900,98,Adventure
Rebel Moon - Part Two: The Scargiver,5.3,59000,122,Adventure
Jackpot!,5.8,30000,106,Adventure
11 Rebels,6.3,424,155,Adventure
Twilight of the Warriors: Walled In,7.0,9500,126,Adventure
Brothers,5.4,13000,89,Adventure
Amaran,8.1,19000,167,Adventure
The Shadow Strays,6.5,9200,144,Adventure
Duchess,4.6,1400,114,Adventure
The Silent Hour,6.1,7500,99,Adventure
The Fix,4.6,1200,98,Adventure
Red Right Hand,5.5,5900,111,Adventure
Weekend in Taipei,5.7,4700,100,Adventure
Hitpig,5.1,945,86,Adventure
Alien: Rubicon,2.4,344,86,Adventure
Watchmen: Chapter II,7.0,3100,90,Adventure
Hounds of War,4.5,1800,95,Adventure
Harbin,6.2,664,108,Adventure
Fighter,6.2,52000,166,Adventure
Uprising,6.6,5600,126,Adventure
No Way Up,4.6,11000,90,Adventure
Boneyard,4.1,5000,96,Adventure
Role Play,5.5,19000,100,Adventure
Hagen,6.0,1200,139,Adventure
Cloud,6.3,1200,124,Adventure
Damaged,4.7,7300,97,Adventure
Bangkok Dog,4.8,202,85,Adventure
Megamind vs. The Doom Syndicate,2.5,5600,83,Adventure
Chief of Station,4.7,4600,97,Adventure
Take Cover,5.1,2500,90,Adventure
Relay,7.5,108,112,Adventure
The Prosecutor,6.7,2000,117,Adventure
Karma,8.0,1400,167,Adventure
Baby John,5.2,17000,159,Adventure
The Courier,6.0,4400,101,Adventure
Viduthalai Part 2,7.8,16000,170,Adventure
The Thundermans Return,5.0,1800,70,Adventure
Hanu Man,7.7,29000,158,Adventure
Revolver,5.4,868,114,Adventure
Singham Again,4.7,75000,144,Adventure
Justice League: Crisis on Infinite Earths - Part One,6.2,8500,93,Adventure
Baby Invasion,4.6,465,80,Adventure
My Spy: The Eternal City,5.7,11000,112,Adventure
Pusaka,5.2,133,90,Adventure
The Roundup: Punishment,6.6,5300,109,Adventure
Sikandar Ka Muqaddar,6.0,24000,142,Adventure
River of Blood,5.2,1800,86,Adventure
Levels,5.0,1500,93,Adventure
Darkness of Man,4.8,3200,109,Adventure
The Quiet Ones,6.3,694,110,Adventure
One More Shot,5.4,3700,103,Adventure
Zero,6.1,71,88,Adventure
"I, the Executioner",6.4,1800,118,Adventure
Jigra,6.0,24000,153,Adventure
Prey,3.7,3300,86,Adventure
Devara Part 1,6.0,20000,176,Adventure
Justice League: Crisis on Infinite Earths - Part Three,6.1,4500,94,Adventure
Badland Hunters,5.9,12000,107,Adventure
The Last of Us: Immunity,5.0,20,64,Adventure
My Hero Academia: You're Next,7.0,2200,110,Adventure
Aavesham,7.8,28000,155,Adventure
London Calling,7.5,23,109,Adventure
Sunray: Fallen Soldier,4.3,641,115,Adventure
Code 8: Part II,5.7,16000,100,Adventure
Raqa,5.6,218,107,Adventure
Striking Rescue,5.7,435,106,Adventure
Ultraman: Rising,6.9,6400,117,Adventure
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,8500,104,Adventure
The Price of Money: A Largo Winch Adventure,5.0,1200,100,Adventure
Dominique,5.3,2200,100,Adventure
The Clean Up Crew,4.1,1200,95,Adventure
Utopia,3.6,363,91,Adventure
Officer Black Belt,6.8,8300,108,Adventure
Mafia Wars,3.4,243,94,Adventure
Air Force One Down,4.4,2900,84,Adventure
Death Whisperer 2,6.4,1400,110,Adventure
Dan Da Dan: First Encounter,8.2,2700,83,Adventure
Joe Baby,7.4,32,86,Adventure
The Wages of Fear,4.6,4100,104,Adventure
Night Call,6.8,2000,97,Adventure
Pani,6.9,3000,143,Adventure
KA,7.1,1600,151,Adventure
Simarik,6.5,2700,111,Adventure
Anaconda,4.9,637,84,Adventure
Cesium Fallout,6.4,708,136,Adventure
Dark Match,5.4,956,94,Adventure
Latency,4.2,2600,94,Adventure
Article 370,7.8,25000,158,Adventure
The Family Star,5.4,5500,159,Adventure
Life After Fighting,6.4,2000,126,Adventure
Kill Em All 2,4.1,1300,88,Adventure
One Fast Move,5.0,2200,108,Adventure
40 Acres,6.9,137,113,Adventure
Rogue Elements: A Ryan Drake Story,4.7,981,44,Adventure
Murder Company,3.7,1600,86,Adventure
Elyas,6.1,1400,105,Adventure
Justice League: Crisis on Infinite Earths - Part Two,5.5,5300,94,Adventure
Bougainvillea,6.4,3200,138,Adventure
200% Wolf,5.9,1300,98,Adventure
Savi,6.1,35000,126,Adventure
Handsome Guys,6.5,850,101,Adventure
Lights Out,4.9,1800,90,Adventure
Rifle Club,7.0,4300,113,Adventure
Angels Fallen: Warriors of Peace,4.9,5800,103,Adventure
The Greatest of All Time,5.7,22000,183,Adventure
Alienoid: The Return to the Future,6.5,2600,122,Adventure
Sixty Minutes,5.7,5200,88,Adventure
City Hunter,6.3,5600,102,Adventure
Vanvaas,6.6,1400,160,Adventure
The Twisters,2.5,341,86,Adventure
Panda Plan,5.1,1300,99,Adventure
Escape,6.4,2000,94,Adventure
Bloody Escape: Bats out of Hell,5.5,50,100,Adventure
The Tiger's Apprentice,5.7,2200,84,Adventure
Arena Wars,4.8,2100,96,Adventure
Sorgavaasal,6.6,1400,138,Adventure
Golden Kamuy,6.3,2600,127,Adventure
Overlord: The Sacred Kingdom,6.9,998,135,Adventure
Saripodhaa Sanivaaram,7.0,9100,166,Adventure
Agent Recon,2.4,678,85,Adventure
All the Lost Ones,3.7,251,106,Adventure
Heart of the Hunter,4.7,2200,105,Adventure
Freedom,5.9,1400,110,Adventure
Khadaan,7.1,2100,137,Adventure
Agni,7.2,15000,122,Adventure
Paradox Effect,6.0,8600,87,Adventure
Operation Blood Hunt,3.4,489,93,Adventure
Wynonna Earp: Vengeance,5.6,1500,96,Adventure
Everybody Loves Jenifa,8.3,88,135,Adventure
The Last Kumite,4.6,2300,105,Adventure
Hijack 1971,6.8,3300,100,Adventure
Bade Miyan Chote Miyan,3.8,39000,163,Adventure
Die Hart 2: Die Harter,4.3,5500,92,Adventure
Outlaw,5.2,936,82,Adventure
Sheriff,6.9,1100,133,Adventure
Kahar: Kapla High Council,6.9,465,102,Adventure
Kanguva,4.5,15000,152,Adventure
How to Rob a Bank,6.6,4200,88,Adventure
Bad Boyz,3.2,684,150,Adventure
Guntur Kaaram,5.4,25000,159,Adventure
Yodha,5.7,8900,130,Adventure
A.R.M,7.1,8700,150,Adventure
Hellhound,4.3,507,103,Adventure
Tales Beyond the Galaxy,4.7,182,76,Adventure
Devil's Knight,5.2,899,90,Adventure
72 Hours,4.1,288,87,Adventure
Nice Girls,4.2,1200,92,Adventure
A Legend,4.7,913,129,Adventure
Black Heat,8.5,119,93,Adventure
Bonnie,7.3,37,120,Adventure
Vettaiyan,7.0,39000,163,Adventure
The Hangman,3.3,1000,92,Adventure
Continental Split,3.6,546,88,Adventure
Chandu Champion,7.8,34000,142,Adventure
Mahadev Ka Gorakhpur,7.6,389,131,Adventure
Fight Another Day,4.9,359,97,Adventure
Wanted Man,4.8,2600,85,Adventure
Ferry 2,5.6,3800,94,Adventure
Ryan's World the Movie: Titan Universe Adventure,1.8,691,80,Adventure
12 to Midnight,3.6,285,96,Adventure
The Last Front,5.5,614,98,Adventure
Bagheera,6.7,7400,158,Adventure
The Lockdown,4.3,613,117,Adventure
WWII: Operation Phoenix,6.2,78,106,Adventure
Alien Country,4.4,364,96,Adventure
Snow White and the Seven Samurai,3.2,298,88,Adventure
War of the Worlds: Extinction,3.0,207,84,Adventure
Raayan,6.5,11000,145,Adventure
The Firefighters,5.7,202,106,Adventure
Thangalaan,6.6,6600,156,Adventure
Drive Back,4.6,380,94,Adventure
Vedaa,6.0,4300,145,Adventure
Cells at Work!,6.7,245,109,Adventure
Rats!,6.6,129,85,Adventure
Jacob Tyler,4.3,59,133,Adventure
Dirty Money,5.6,140,100,Adventure
"Love, Courage and the Battle of Bushy Run",5.0,183,113,Adventure
Bionic,4.3,1700,110,Adventure
Max,7.1,3400,132,Adventure
The Ballad of Davy Crockett,4.6,248,96,Adventure
Mura,7.3,6300,129,Adventure
Auron Mein Kahan Dum Tha,6.5,41000,150,Adventure
Shark Warning,3.4,280,94,Adventure
Terminator: Skynet Rising,6.7,268,88,Adventure
Citizen of a Kind,6.7,828,114,Adventure
Escape from the 21st Century,6.5,887,98,Adventure
Art of Eight Limbs,4.0,316,101,Adventure
Kingdom 4: Return of the Great General,7.1,1300,145,Adventure
Invasion,4.8,683,91,Adventure
Get Fast,3.7,460,88,Adventure
Eagle,5.9,4900,159,Adventure
Mission: Cross,6.1,2600,105,Adventure
Don't Mess with Grandma,6.0,156,81,Adventure
GTMax,5.0,1300,100,Adventure
Bhaiyya Ji,4.8,7400,150,Adventure
School of Magical Animals 3,5.8,315,105,Adventure
Naam,6.3,278,136,Adventure
Virunnu,6.9,901,125,Adventure
The Friendly,8.1,15,101,Adventure
Yolo,6.9,3700,129,Adventure
Operation Undead,4.6,407,110,Adventure
Stuntman,6.9,174,114,Adventure
5 Pounds of Pressure,6.7,16,111,Adventure
Roadkill,3.7,686,90,Adventure
The Bouncer,4.1,93,78,Adventure
Conquer: Lahad Datu,6.6,517,120,Adventure
Cassino in Ischia,4.4,242,113,Adventure
Martin,2.2,36000,147,Adventure
Big City Greens the Movie: Spacecation,6.2,543,83,Adventure
Pimpinero: Blood and Oil,5.6,552,121,Adventure
Tillu Square,6.6,3400,137,Adventure
The Last Ronin,4.9,577,115,Adventure
Hunting with Tigers,5.6,537,109,Adventure
